,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,genres1
936,tt6244144,movie,A Repartição do Tempo,A Repartição do Tempo,0,2016,100,"Comedy,Sci-Fi",6.1,111,Comedy
939,tt0072890,movie,Dog Day Afternoon,Dog Day Afternoon,0,1975,125,"Biography,Crime,Drama",8.0,233466,Biography
946,tt3329774,movie,Thira,Thira,0,2013,113,Thriller,7.3,881,Thriller
951,tt0031947,movie,Society Smugglers,Society Smugglers,0,1939,70,"Crime,Drama",6.4,19,Crime
952,tt0125763,movie,Ghetto,Ghetto,0,1997,122,Documentary,6.7,47,Documentary
953,tt0271950,movie,¡Adios cuñado!,¡Adios cuñado!,0,1967,90,"Comedy,Family,Musical",5.1,11,Comedy
962,tt0051446,movie,Canto para ti,Canto para ti,0,1959,93,"Comedy,Drama,Musical",4.0,6,Comedy
976,tt0199772,movie,Mirror Mirror 3: The Voyeur,Mirror Mirror 3: The Voyeur,0,1995,91,"Drama,Horror",2.5,215,Drama
977,tt0002973,movie,Dr. Mawson in the Antarctic,Dr. Mawson in the Antarctic,0,1913,68,Documentary,5.6,7,Documentary
994,tt7291148,movie,Made in China,Made in China,0,2019,73,Documentary,9.0,11,Documentary
1001,tt0024005,movie,Fast Workers,Fast Workers,0,1933,66,Drama,6.2,754,Drama
1002,tt0400838,movie,La société du spectacle et ses commentaires,La société du spectacle et ses commentaires,0,2003,90,Documentary,8.2,8,Documentary
1007,tt4876746,movie,Pobeg iz tyurmy,Pobeg iz tyurmy,0,1978,93,"Adventure,History",5.3,6,Adventure
1008,tt4163960,movie,Showing Roots,Showing Roots,0,2016,100,"Comedy,Drama",5.3,100,Comedy
1012,tt1223236,movie,African Cats,African Cats,0,2011,89,"Adventure,Documentary",7.6,6162,Adventure
1015,tt4838956,movie,The Spirits Diary,The Spirits Diary,0,2015,81,"Biography,Documentary",7.5,12,Biography
1028,tt0074995,movie,Ode to Billy Joe,Ode to Billy Joe,0,1976,106,Drama,6.6,1440,Drama
1029,tt3703866,movie,Min søsters børn og guldgraverne,Min søsters børn og guldgraverne,0,2015,81,Adventure,4.7,166,Adventure
1036,tt0020749,movie,Caught Short,Caught Short,0,1930,75,Comedy,5.6,5,Comedy
1040,tt0166742,movie,U nikh est Rodina,U nikh est Rodina,0,1950,90,"Drama,War",6.2,19,Drama
1042,tt1150946,movie,Krishnarjuna,Krishnarjuna,0,2008,134,"Comedy,Drama,Romance",4.9,1561,Comedy
1043,tt0042515,movie,Good-Time Girl,Good-Time Girl,0,1948,81,"Crime,Drama",6.7,317,Crime
1046,tt0157882,movie,Kamla Ki Maut,Kamla Ki Maut,0,1989,95,Drama,7.2,192,Drama
1047,tt0046413,movie,Il tesoro del Bengala,Il tesoro del Bengala,0,1953,90,Adventure,4.8,32,Adventure
1048,tt1504680,movie,Karate Kallie,Karate Kallie,0,2009,90,"Comedy,Romance",7.1,41,Comedy
1054,tt0427333,movie,Haram,Haram,0,1983,83,Drama,4.3,91,Drama
1055,tt2043914,movie,Man on Ground,Man on Ground,0,2011,80,Drama,6.5,35,Drama
1057,tt0059015,movie,Casanova 70,Casanova '70,0,1965,107,"Comedy,Drama",6.4,1003,Comedy
1058,tt0378848,movie,Battle for Finland,Tali-Ihantala 1944,0,2007,117,"Drama,History,War",5.8,1718,Drama
1060,tt0025463,movie,Manhattan Love Song,Manhattan Love Song,0,1934,73,"Comedy,Drama,Romance",6.4,58,Comedy
1063,tt2336104,movie,Scream Park,Scream Park,0,2012,85,Horror,4.1,448,Horror
1064,tt2091935,movie,Mr. Right,Mr. Right,0,2015,95,"Action,Comedy,Romance",6.3,49909,Action
1065,tt0120310,movie,Termination Man,Termination Man,0,1998,92,"Action,Drama",2.7,123,Action
1073,tt0307236,movie,"Nordeste: Cordel, Repente E Canção","Nordeste: Cordel, Repente E Canção",0,1975,68,"Documentary,Music",7.3,6,Documentary
1074,tt0149850,movie,Bewaffa Se Waffa,Bewaffa Se Waffa,0,1992,172,Romance,4.9,67,Romance
1076,tt0136578,movie,The Tunnel,Der Tunnel,0,1915,97,Drama,6.1,13,Drama
1078,tt1499960,movie,The Living Matrix,The Living Matrix,0,2009,85,Documentary,6.7,170,Documentary
1080,tt3026840,movie,Damn Foreigners,Damn Foreigners,0,2015,100,"Crime,Drama,Thriller",6.9,19,Crime
1088,tt2641704,movie,The Dossier,The Dossier,0,2015,90,"Drama,Thriller",5.2,13,Drama
1092,tt1236892,movie,Cocktail porno,Cocktail porno,1,1977,90,Adult,5.2,8,Adult
1101,tt9421456,movie,You Came Back,Lasciami andare,0,2020,98,Drama,4.5,101,Drama
1107,tt1023441,movie,Coco Chanel & Igor Stravinsky,Coco Chanel & Igor Stravinsky,0,2009,119,"Drama,Music,Romance",6.4,6211,Drama
1111,tt0034854,movie,Hillbilly Blitzkrieg,Hillbilly Blitzkrieg,0,1942,63,"Comedy,Romance,War",4.9,71,Comedy
1113,tt0016558,movie,Ypres,Ypres,0,1925,117,War,6.4,18,War
1115,tt2949614,movie,Thorn,Legacy of Thorn,0,2014,97,"Action,Horror",4.0,327,Action
1121,tt0074623,movie,Strange Masquerade,Herkulesfürdöi emlék,0,1976,87,Drama,7.2,64,Drama
1124,tt0036183,movie,My Kingdom for a Cook,My Kingdom for a Cook,0,1943,81,"Comedy,Romance",5.6,105,Comedy
1129,tt5260652,movie,3 Knee Deep,3 Knee Deep,0,2016,90,Action,3.8,43,Action
1130,tt4214708,movie,Coming of Age in Cherry Grove: The Invasion,Coming of Age in Cherry Grove: The Invasion,0,2014,81,Documentary,6.3,23,Documentary
1131,tt0299747,movie,Debdas,Debdas,0,1979,153,Romance,8.1,38,Romance
1138,tt0049730,movie,The Searchers,The Searchers,0,1956,119,"Adventure,Drama,Western",7.9,79454,Adventure
1139,tt1540093,movie,Wanderlost,Wanderlost,0,2010,90,"Adventure,Fantasy,Horror",5.0,14,Adventure
1142,tt0030410,movie,A Man to Remember,A Man to Remember,0,1938,79,"Drama,Romance",7.0,416,Drama
1149,tt0294380,movie,Blind Spot,Blind Spot,0,2002,94,"Drama,Thriller",6.0,170,Drama
1150,tt0343477,movie,Broadway. Black Sea,Brodvey. Chernoe more,0,2002,84,Documentary,6.8,30,Documentary
1151,tt2899574,movie,Yamdas,Yamdas,0,2014,77,Drama,7.1,14,Drama
1153,tt0462499,movie,Rambo,Rambo,0,2008,92,"Action,Thriller",7.0,216772,Action
1155,tt3721730,movie,Como Dios Nos Trajo,Como Dios Nos Trajo,0,2014,65,"Adventure,Biography,Documentary",8.2,5,Adventure
1156,tt0093405,movie,Leonard Part 6,Leonard Part 6,0,1987,85,"Action,Comedy,Sci-Fi",2.2,7838,Action
1158,tt0264118,movie,Türme des Schweigens,Türme des Schweigens,0,1952,92,Adventure,5.2,11,Adventure
1159,tt0081342,movie,Platinum Paradise,Platinum Paradise,1,1981,77,Adult,7.3,36,Adult
1165,tt1629295,movie,I Am,I Am,0,2010,95,Drama,6.9,894,Drama
1167,tt0395505,movie,Claude Sautet or the Invisible Magic,Claude Sautet ou La magie invisible,0,2003,85,Documentary,7.6,45,Documentary
1169,tt0078548,movie,Éclair au chocolat,Éclair au chocolat,0,1979,107,"Drama,Romance",5.4,24,Drama
1170,tt0949483,movie,Osdorf,Osdorf,0,2007,77,Documentary,8.5,11,Documentary
1176,tt0061985,movie,Mocne uderzenie,Mocne uderzenie,0,1967,78,"Comedy,Music",5.5,37,Comedy
1183,tt0102814,movie,The Royal Scoundrel,Sa Tam Chai yue Chow Si Lai,0,1991,89,"Action,Comedy,Crime",5.5,59,Action
1188,tt1956441,movie,Between Two Worlds,Between Two Worlds,0,2011,70,"Documentary,History,News",7.4,8,Documentary
1190,tt1645940,movie,Zack and Michael,Zack and Michael,0,2008,80,Comedy,8.4,10,Comedy
1192,tt0080964,movie,Cute Girl,Jiu shi liu liu de ta,0,1980,90,"Comedy,Drama,Romance",5.8,271,Comedy
1205,tt0379382,movie,Molly & Mobarak,Molly & Mobarak,0,2003,85,Documentary,7.9,50,Documentary
1210,tt0033317,movie,Adventures of Captain Marvel,Adventures of Captain Marvel,0,1941,216,"Action,Adventure,Fantasy",7.3,1100,Action
1211,tt1856678,movie,Baik-Baik Sayang,Baik-Baik Sayang,0,2011,95,Drama,7.0,13,Drama
1216,tt0051779,movie,The Tenant,El inquilino,0,1958,95,Drama,7.0,95,Drama
1219,tt0784842,movie,Tin Soldiers,Tinnsoldatene,0,2004,48,Documentary,7.9,15,Documentary
1220,tt0350804,movie,God Is Brazilian,Deus é Brasileiro,0,2003,110,"Comedy,Drama,Fantasy",5.9,2302,Comedy
1221,tt3441310,movie,48M,48M,0,2013,97,Drama,4.0,5,Drama
1222,tt0092587,movie,Assault of the Killer Bimbos,Assault of the Killer Bimbos,0,1988,85,"Action,Comedy,Crime",4.7,467,Action
1226,tt0164835,movie,The Bloody Fight,Xue dou,0,1972,91,"Action,Drama",5.2,36,Action
1232,tt0027090,movie,Things Are Looking Up,Things Are Looking Up,0,1935,80,Comedy,6.2,112,Comedy
1236,tt0422528,movie,Sarah Silverman: Jesus Is Magic,Sarah Silverman: Jesus Is Magic,0,2005,72,"Comedy,Documentary,Music",6.5,5397,Comedy
1238,tt3130302,movie,Sucker,Sucker,0,2015,90,Comedy,5.7,545,Comedy
1239,tt5885926,movie,Rottweiler,Rottweiler,0,2016,65,"Mystery,Thriller",5.2,12,Mystery
1245,tt3725838,movie,2Fik: Reinterpreting Bukovac,2Fik: Reinterpreting Bukovac,0,2014,58,"Biography,Documentary",9.6,14,Biography
1246,tt7174366,movie,The Heretic,The Heretic,0,2018,71,Documentary,7.9,63,Documentary
1253,tt5209290,movie,Baka siguro yata,Baka siguro yata,0,2015,105,"Comedy,Romance",7.0,17,Comedy
1260,tt0110744,movie,L'ours en peluche,L'ours en peluche,0,1994,105,"Drama,Romance,Thriller",5.2,243,Drama
1262,tt0021630,movie,The Avenger,The Avenger,0,1931,72,"Action,Adventure,Drama",5.7,42,Action
1263,tt0149650,movie,American Bet,Amerikanka,0,1997,90,Romance,6.7,183,Romance
1271,tt0417281,movie,Yoru o kakete,Yoru o kakete,0,2002,133,Drama,5.1,8,Drama
1272,tt5678110,movie,Re: Born,Re: Born,0,2016,106,"Action,Crime,Drama",6.0,1135,Action
1275,tt0052582,movie,As the Sea Rages,As the Sea Rages,0,1959,104,Drama,6.7,18,Drama
1281,tt0242643,movie,Las manzanas de Dorotea,Las manzanas de Dorotea,0,1957,98,Comedy,4.4,5,Comedy
1284,tt6508228,movie,Ghosts of War,Ghosts of War,0,2020,94,"Horror,Thriller,War",5.4,4449,Horror
1288,tt1927091,movie,Narthaki,Narthaki,0,2011,115,Family,3.7,7,Family
1289,tt0805184,movie,Bhagam Bhag,Bhagam Bhag,0,2006,157,"Comedy,Mystery,Thriller",6.4,10827,Comedy
1293,tt0210052,movie,Franco & Ciccio: Superstars,Franco e Ciccio superstars,0,1974,100,Comedy,6.9,10,Comedy
1294,tt0063500,movie,Requiescant,Requiescant,0,1967,92,Western,6.5,779,Western
1297,tt4264654,movie,The Last Ridge: The 10th Mountain Division,The Last Ridge: The 10th Mountain Division,0,2007,56,Documentary,6.1,16,Documentary
1298,tt6317962,movie,Fireworks,"Uchiage hanabi, shita kara miru ka? Yoko kara miru ka?",0,2017,90,"Animation,Drama,Family",5.5,2472,Animation
1299,tt5575886,movie,Balentes,Balentes,0,2018,84,"Biography,Documentary",9.1,16,Biography
1301,tt0297829,movie,Cheongugeui gyedan,Cheongugeui gyedan,0,1992,127,Drama,7.8,27,Drama
1303,tt0373690,movie,Arsène Lupin,Arsène Lupin,0,2004,125,"Action,Adventure,Crime",5.5,6647,Action
1304,tt8011346,movie,Devarattam,Devarattam,0,2019,140,"Action,Drama",4.3,167,Action
1306,tt5212746,movie,The Disease They Call FAT,The Disease They Call FAT,0,2015,55,Documentary,9.1,19,Documentary
1308,tt0173870,movie,Fire!,Fuoco!,0,1968,87,"Crime,Drama",7.4,62,Crime
1316,tt0163151,movie,Pieces,Pieces,0,1997,72,Comedy,4.7,25,Comedy
1331,tt0210825,movie,Made in India,Made in India,0,1999,92,Documentary,7.3,7,Documentary
1332,tt0321150,movie,All the Love You Cannes!,All the Love You Cannes!,0,2002,108,"Comedy,Documentary",6.4,311,Comedy
1335,tt0407718,movie,Dead Canaries,Dead Canaries,0,2003,85,Crime,6.3,23,Crime
1340,tt12356510,movie,Francesco,Francesco,0,2020,116,Documentary,7.9,16,Documentary
1341,tt0232188,movie,Night Flowers,Nyhtoloulouda,0,1999,90,Documentary,8.3,28,Documentary
1343,tt1756427,movie,Blubberella,Blubberella,0,2011,87,"Action,Comedy",2.3,2408,Action
1344,tt4557956,movie,Crash Pad,Crash Pad,0,2017,91,Comedy,5.7,2804,Comedy
1345,tt0124048,movie,Pehlivan,Pehlivan,0,1984,98,"Drama,Sport",6.8,464,Drama
1350,tt5754414,movie,The Beast,The Beast,0,2019,78,"Horror,Mystery,Thriller",5.0,68,Horror
1351,tt0334534,movie,Tough Competition,Tough Competition,1,1984,82,Adult,7.8,12,Adult
1354,tt0097417,movie,Seven Minutes,Georg Elser - Einer aus Deutschland,0,1989,97,"Drama,History,Thriller",6.3,238,Drama
1357,tt4447518,movie,Tiger Raid,Tiger Raid,0,2016,92,"Action,Crime,Drama",4.3,460,Action
1362,tt0124989,movie,Attentat,Attentat,0,1980,97,"Crime,Drama",5.4,45,Crime
1366,tt2544112,movie,Anija (La nave),Anija (La nave),0,2012,83,"Documentary,Drama,History",6.5,65,Documentary
1367,tt1196702,movie,SupahPapalicious,SupahPapalicious,0,2008,99,Comedy,6.1,38,Comedy
1384,tt3797478,movie,Main Hoon Rajinikanth,Main Hoon Rajinikanth,0,2015,127,Comedy,7.8,32,Comedy
1396,tt0090194,movie,Le transfuge,Le transfuge,0,1985,90,"Adventure,Drama",5.9,21,Adventure
1399,tt0084661,movie,El ser,El ser,0,1982,90,Horror,4.7,62,Horror
1400,tt0439547,movie,Two Sons of Francisco,2 Filhos de Francisco: A História de Zezé di Camargo & Luciano,0,2005,132,"Biography,Drama",6.8,4881,Biography
1405,tt0413172,movie,Puritan,Puritan,0,2005,94,"Drama,Fantasy,Mystery",5.9,362,Drama
1408,tt0072641,movie,"Amori, letti e tradimenti","Amori, letti e tradimenti",0,1975,90,Comedy,3.8,40,Comedy
1411,tt0838269,movie,La central,La central,0,2006,90,Horror,2.6,94,Horror
1414,tt0059946,movie,There Was an Old Couple,Zhili-byli starik so starukhoy,0,1965,139,Drama,6.1,124,Drama
1416,tt6777306,movie,Sea Sorrow,Sea Sorrow,0,2017,74,Documentary,7.0,242,Documentary
1425,tt0085456,movie,Durdesh,Durdesh,0,1983,143,"Action,Crime,Drama",6.4,30,Action
1426,tt1717202,movie,Rex Kyro: Mission to Marry,Rex Kyro: Mission to Marry,0,2010,108,"Comedy,Sci-Fi",4.4,7,Comedy
1431,tt0042899,movie,Rocky Mountain,Rocky Mountain,0,1950,83,"Action,Adventure,Western",6.8,906,Action
1436,tt0491992,movie,Elveda dostum,Elveda dostum,0,1982,85,"Action,Drama",6.5,26,Action
1445,tt6467436,movie,Srinivasa Kalyana,Srinivasa Kalyana,0,2017,160,"Drama,Romance",7.3,120,Drama
1449,tt0431670,movie,Cabeza de pescado,Cabeza de pescado,0,2009,82,"Fantasy,Horror,Thriller",7.3,14,Fantasy
1463,tt0042519,movie,O Grande Elias,O Grande Elias,0,1950,118,Comedy,7.0,213,Comedy
1481,tt1326825,movie,My Sixteenth Summer,My Sixteenth Summer,0,2009,72,Drama,7.3,9,Drama
1484,tt0163518,movie,1948 Palestinian Exodus,Al-Nakba,0,1997,60,Documentary,7.7,12,Documentary
1494,tt0200858,movie,Mia gynaikara sta bouzoukia,Mia gynaikara sta bouzoukia,0,1985,90,Comedy,3.1,10,Comedy
1495,tt0204223,movie,Covert Action,Covert Action,0,1988,82,"Action,War",3.7,30,Action
1497,tt0199601,movie,Hochwürden drückt ein Auge zu,Hochwürden drückt ein Auge zu,0,1971,90,Comedy,4.3,140,Comedy
1504,tt0202306,movie,The Crest of Man,Ai to shi o mitsumete,0,1964,119,Drama,6.2,16,Drama
1507,tt0041392,movie,Frontier Investigator,Frontier Investigator,0,1949,60,Western,6.6,14,Western
1514,tt0143180,movie,The Citadel of Silence,La citadelle du silence,0,1937,98,Drama,6.8,10,Drama
1517,tt2207467,movie,Die Kinder vom Napf,Die Kinder vom Napf,0,2011,91,Documentary,6.5,55,Documentary
1523,tt5512456,movie,Forget Me Not,Forget Me Not,0,2016,83,Documentary,7.1,15,Documentary
1524,tt1087873,movie,The Ten Lives of Titanic the Cat,Titanics ti liv,0,2007,74,"Family,Mystery",5.2,161,Family
1529,tt0069171,movie,Bedside Head,Rektor på sengekanten,0,1972,90,Comedy,4.7,128,Comedy
1534,tt6806804,movie,"Those Who Come, Will Hear","Those Who Come, Will Hear",0,2018,77,Documentary,8.1,9,Documentary
1537,tt1695791,movie,Life Happens,Life Happens,0,2010,104,Documentary,5.0,173,Documentary
1539,tt1805164,movie,Behind the Scenes,Behind the Scenes,0,2010,70,"Adventure,Comedy,Drama",8.4,25,Adventure
1544,tt0064356,movie,The Cow,Gaav,0,1969,104,Drama,8.0,6206,Drama
1547,tt0039421,movie,The Ghosts of Berkeley Square,The Ghosts of Berkeley Square,0,1947,85,"Comedy,Fantasy",5.9,264,Comedy
1549,tt11626338,movie,Yiddish,Yiddish,0,2020,60,Documentary,6.4,8,Documentary
1556,tt0072915,movie,Due sul pianerottolo,Due sul pianerottolo,0,1976,107,Comedy,5.8,18,Comedy
1557,tt0046260,movie,Saadia,Saadia,0,1953,82,"Adventure,Drama",5.5,117,Adventure
1559,tt0191766,movie,Wait and See,Ah haru,0,1998,100,Drama,6.5,89,Drama
1563,tt0097216,movie,Do the Right Thing,Do the Right Thing,0,1989,120,"Comedy,Drama",8.0,88057,Comedy
1564,tt0193077,movie,The Fault,A Culpa,0,1971,80,"Crime,Drama",6.2,16,Crime
1567,tt0140533,movie,Satan's Black Wedding,Satan's Black Wedding,0,1976,61,Horror,4.7,243,Horror
1568,tt1522334,movie,Win/Win,Win/Win,0,2010,81,Drama,6.7,341,Drama
1569,tt0311206,movie,Our Sweet Days of Youth,Gibbeun woori jolmeunnal,0,1987,118,"Drama,Romance",6.0,42,Drama
1571,tt0081764,movie,Without Warning,Without Warning,0,1980,89,"Horror,Sci-Fi,Thriller",5.1,3295,Horror
1574,tt0219210,movie,The Night Larry Kramer Kissed Me,The Night Larry Kramer Kissed Me,0,2000,81,"Comedy,Drama",5.0,160,Comedy
1575,tt0262036,movie,Tempo de Violência,Tempo de Violência,0,1969,93,Crime,7.3,19,Crime
1576,tt3431598,movie,12 Citizens,Shi'er gongmin,0,2014,108,"Crime,Drama",7.1,729,Crime
1579,tt0135481,movie,Jesse James Under the Black Flag,Jesse James Under the Black Flag,0,1921,69,"History,Western",6.9,45,History
1580,tt0064337,movie,The Flying Dagger,Fei dao shou,0,1969,103,"Action,Drama",6.3,137,Action
1582,tt2254056,movie,Adriana Lecouvreur,Adriana Lecouvreur,0,2011,151,"Drama,Musical,Romance",6.8,13,Drama
1583,tt0180852,movie,Una mujer decente,Una mujer decente,0,1950,105,Drama,6.6,17,Drama
1591,tt0284067,movie,Down from the Mountain,Down from the Mountain,0,2000,98,"Documentary,Music",7.2,628,Documentary
1592,tt1694118,movie,Memorial Day,Memorial Day,0,2012,104,"Action,Drama,History",6.1,2270,Action
1595,tt0167346,movie,The Last Inch,Posledniy dyuym,0,1959,88,"Adventure,Drama",7.2,222,Adventure
1596,tt4213806,movie,Toro,Toro,0,2016,105,"Action,Adventure,Crime",5.9,2823,Action
1600,tt0471395,movie,What Is a Man Without a Moustache?,Sto je muskarac bez brkova?,0,2005,109,"Comedy,Drama,Romance",7.0,1709,Comedy
1605,tt3514862,movie,Street Fighter: Round One - Fight!,Street Fighter: Round One - Fight!,0,2009,68,"Action,Adventure,Fantasy",6.7,96,Action
1608,tt0084822,movie,Three Angels and Five Lions,Tre engle og fem løver,0,1982,68,"Comedy,Crime,Family",5.8,154,Comedy
1612,tt0239612,movie,Close Your Eyes and Hold Me,Me wo tojite daite,0,1996,89,"Drama,Romance",5.7,63,Drama
1613,tt9354842,movie,To All the Boys: P.S. I Still Love You,To All the Boys: P.S. I Still Love You,0,2020,101,"Comedy,Drama,Romance",6.0,23696,Comedy
1614,tt0054330,movie,Assignment: Outer Space,Space Men,0,1960,73,Sci-Fi,3.6,791,Sci-Fi
1616,tt0107274,movie,Johnny One Hundred Pesos,Johnny 100 Pesos,0,1993,90,"Crime,Drama,Thriller",6.6,548,Crime
1617,tt0116286,movie,Fear & Favor in the Newsroom,Fear & Favor in the Newsroom,0,1996,57,Documentary,8.7,28,Documentary
1621,tt0102821,movie,Russian Holiday,Russian Holiday,0,1993,89,"Crime,Drama,Thriller",1.8,165,Crime
1625,tt0051781,movie,Intent to Kill,Intent to Kill,0,1958,88,"Crime,Drama,Thriller",6.6,247,Crime
1628,tt0204161,movie,Begunec,Begunec,0,1973,80,"Drama,War",6.4,10,Drama
1630,tt0086525,movie,Valley Girl,Valley Girl,0,1983,99,"Comedy,Romance",6.4,13360,Comedy
1632,tt0175875,movie,Machekha,Machekha,0,1973,84,Drama,7.3,273,Drama
1635,tt0320255,movie,Land of the Singing Dog,Le pays du chien qui chante,0,2002,95,Drama,6.8,20,Drama
1642,tt6101512,movie,Rokovoe uvlechenie,Rokovoe uvlechenie,0,2012,70,"Horror,Thriller",5.4,21,Horror
1643,tt2301752,movie,The New Public,The New Public,0,2013,87,Documentary,8.3,28,Documentary
1645,tt0256380,movie,Shallow Hal,Shallow Hal,0,2001,114,"Comedy,Drama,Fantasy",5.9,126237,Comedy
1652,tt4982252,movie,Lone Wolves,Lone Wolves,0,2016,87,"Action,Sci-Fi",2.0,159,Action
1653,tt0026572,movie,King of the Damned,King of the Damned,0,1935,81,"Action,Drama",6.1,53,Action
1655,tt0780577,movie,Official Rejection,Official Rejection,0,2009,108,Documentary,7.2,323,Documentary
1656,tt7967312,movie,Simple Worker Needed,Kargar sadeh niazmandim,0,2017,96,"Drama,Romance,Thriller",5.5,175,Drama
1657,tt3229248,movie,A Guerra da Beatriz,A Guerra da Beatriz,0,2013,101,"Drama,History,War",6.5,71,Drama
1662,tt1809302,movie,Memoirs of a Plague,Memoirs of a Plague,0,2011,85,"Documentary,War",7.0,5,Documentary
1663,tt0249675,movie,El ladrón,El ladrón,0,1947,80,Comedy,6.3,6,Comedy
1664,tt0089310,movie,Huey Long,Huey Long,0,1985,88,"Biography,Documentary",7.5,442,Biography
1665,tt3402174,movie,Judgment in Hungary,Judgment in Hungary,0,2013,108,"Crime,Documentary,Drama",7.5,121,Crime
1668,tt0278046,movie,Memory,Spomen,0,1974,87,Drama,7.0,6,Drama
1673,tt0063153,movie,Jennie: Wife/Child,Jennie: Wife/Child,0,1968,83,Drama,5.2,67,Drama
1685,tt8896336,movie,Ambivalence,Ambivalentnost,0,2018,117,Drama,5.4,140,Drama
1688,tt10869474,movie,Safe,Safe,0,2019,144,"Action,Crime,Thriller",7.4,1047,Action
1692,tt0036927,movie,Um Homem às Direitas,Um Homem às Direitas,0,1945,110,Drama,5.5,8,Drama
1696,tt0185766,movie,Who Came in the Back Door?,Who Came in the Back Door?,1,1987,82,Adult,6.2,16,Adult
1699,tt1220905,movie,Sour Apple Freeze Pop,Sour Apple Freeze Pop,0,2000,93,Comedy,7.8,6,Comedy
1704,tt0045040,movie,A Treasure on Bird Island,Poklad Ptacího ostrova,0,1952,75,Animation,6.8,70,Animation
1707,tt1253859,movie,Road to Hell,Road to Hell,0,2008,87,"Action,Fantasy,Musical",6.3,858,Action
1710,tt2070852,movie,The Happy House,The Happy House,0,2013,81,"Comedy,Horror",4.4,422,Comedy
1712,tt0439810,movie,La sierra,La sierra,0,2005,110,Documentary,7.5,361,Documentary
1719,tt1813314,movie,The Mountain,Fjellet,0,2011,73,Drama,5.6,248,Drama
1725,tt3159522,movie,Strange Sounds,Strange Sounds,0,2014,54,"Horror,Mystery,Sci-Fi",3.6,9,Horror
1729,tt0083234,movie,"Trágala, perro","Trágala, perro",0,1981,84,Drama,5.0,16,Drama
1730,tt0382156,movie,Lo mejor que le puede pasar a un cruasán,Lo mejor que le puede pasar a un cruasán,0,2003,103,Comedy,5.4,311,Comedy
1735,tt1316056,movie,I Am That Girl,I Am That Girl,0,2008,96,"Comedy,Drama,Romance",7.9,18,Comedy
1750,tt0072886,movie,Doc Savage: The Man of Bronze,Doc Savage: The Man of Bronze,0,1975,112,"Action,Adventure,Comedy",5.6,1745,Action
1760,tt0231853,movie,Kahin Pyaar Na Ho Jaaye,Kahin Pyaar Na Ho Jaaye,0,1963,120,Comedy,7.5,24,Comedy
1766,tt0039108,movie,Wild West,Wild West,0,1946,73,"Action,Adventure,Music",6.7,64,Action
