,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,genres1
4342,tt1303821,movie,Whiz Kids,Whiz Kids,0,2009,82,Documentary,8.2,5,Documentary
4345,tt4504934,movie,Envazhi Thani Vazhi,Envazhi Thani Vazhi,0,2015,130,Action,3.5,17,Action
4349,tt11832702,movie,They Come to America IV: Immigration & Politics,They Come to America IV: Immigration & Politics,0,2020,115,Documentary,9.0,16,Documentary
4351,tt11638656,movie,U Turn,U-Turn,0,2020,98,"Horror,Thriller",5.8,8,Horror
4352,tt0099878,movie,Jetsons: The Movie,Jetsons: The Movie,0,1990,82,"Animation,Comedy,Family",5.6,4712,Animation
4359,tt2343617,movie,Heart of a Lion,Leijonasydän,0,2013,104,"Drama,Romance",7.0,3602,Drama
4360,tt0090778,movie,Bröderna Mozart,Bröderna Mozart,0,1986,109,"Comedy,Drama,Music",5.8,323,Comedy
4361,tt2113678,movie,Hick's Last Stand,Hick's Last Stand,0,1990,76,Drama,7.6,10,Drama
4362,tt0118566,movie,Afterglow,Afterglow,0,1997,119,"Comedy,Drama,Romance",6.1,3249,Comedy
4363,tt0246432,movie,Anu Bandham,Anu Bandham,0,1985,120,Drama,7.8,58,Drama
4365,tt1351099,movie,Bicycle Dreams,Bicycle Dreams,0,2009,104,"Adventure,Documentary,Sport",7.0,100,Adventure
4371,tt2265431,movie,Me You and Five Bucks,Me You and Five Bucks,0,2016,93,"Comedy,Drama,Romance",5.4,93,Comedy
4373,tt0181192,movie,Alguien nos quiere matar,Alguien nos quiere matar,0,1970,85,"Action,Adventure,Comedy",6.4,14,Action
4376,tt10093086,movie,Emilie,Emilie,0,2018,55,Drama,3.8,6,Drama
4377,tt0063074,movie,Hola... señor Dios,Hola... señor Dios,0,1970,79,Drama,2.3,6,Drama
4378,tt1743724,movie,Guilty of Romance,Koi no tsumi,0,2011,144,"Drama,Horror,Romance",6.8,4444,Drama
4384,tt0413348,movie,The Crownless King,Taçsiz kral,0,1965,81,Drama,6.7,240,Drama
4386,tt0762130,movie,Running Stumbled,Running Stumbled,0,2006,85,Documentary,7.1,39,Documentary
4389,tt0049851,movie,Thunder Over Arizona,Thunder Over Arizona,0,1956,70,Western,4.9,118,Western
4391,tt0272293,movie,Silhouettes of the Desert,Silhouettes of the Desert,0,2000,68,Documentary,8.0,5,Documentary
4395,tt0126848,movie,Cry Wilderness,Cry Wilderness,0,1987,93,"Adventure,Family,Fantasy",2.0,1196,Adventure
4396,tt8923482,movie,One Child Nation,Born in China,0,2019,83,"Documentary,History",7.5,4470,Documentary
4397,tt0201545,movie,Cowboy in Sweden,Cowboy in Sweden,0,1970,60,"Documentary,Fantasy,Music",7.5,31,Documentary
4398,tt0031261,movie,East Side of Heaven,East Side of Heaven,0,1939,88,"Comedy,Family,Musical",6.4,212,Comedy
4401,tt0077587,movie,The Further Adventures of the Wilderness Family,The Further Adventures of the Wilderness Family,0,1978,105,"Adventure,Family",6.4,582,Adventure
4409,tt1642266,movie,Little Sparrows,Little Sparrows,0,2010,88,Drama,5.4,174,Drama
4414,tt0071599,movie,Chance and Violence,Le hasard et la violence,0,1974,83,Drama,5.5,149,Drama
4420,tt0018512,movie,Turkish Delight,Turkish Delight,0,1927,60,Comedy,6.0,8,Comedy
4434,tt2306342,movie,The Haunting of Alice D,Alice D,0,2014,85,"Horror,Thriller",3.2,416,Horror
4436,tt0198499,movie,Cross Mission,Fuoco incrociato,0,1988,93,Action,4.8,80,Action
4438,tt0088816,movie,Blackout,Blackout,0,1985,100,"Crime,Drama,Horror",6.1,836,Crime
4441,tt7017414,movie,Kopal,Kopal,0,2007,158,Drama,8.5,11,Drama
4442,tt5268742,movie,L'empreinte,L'empreinte,0,2015,88,Documentary,5.7,12,Documentary
4446,tt2347495,movie,Shakespeare Tong Tai,Shakespeare Tong Tai,0,2012,172,"Drama,Horror",7.1,11,Drama
4455,tt0100811,movie,Transylvania Twist,Transylvania Twist,0,1989,90,"Comedy,Fantasy,Horror",5.3,508,Comedy
4464,tt0425133,movie,Inside Irvin,Inside Irvin,0,2004,85,Drama,5.9,32,Drama
4468,tt4632316,movie,Gleason,Gleason,0,2016,110,Documentary,8.4,2559,Documentary
4470,tt0027647,movie,Frontier Justice,Frontier Justice,0,1935,58,"Action,Adventure,Music",4.7,51,Action
4474,tt8906722,movie,The Killing of Kenneth Chamberlain,The Killing of Kenneth Chamberlain,0,2019,83,"Drama,Thriller",7.2,16,Drama
4478,tt3836502,movie,In Residence,In Residence,0,2014,61,"Horror,Thriller",5.0,6,Horror
4480,tt2304539,movie,By My Side,By My Side,0,2012,95,"Documentary,News",6.0,8,Documentary
4481,tt0063171,movie,The Snow Woman,Kaidan yukijorô,0,1968,80,"Horror,Romance",7.1,355,Horror
4487,tt1220898,movie,Pretty in Red,Pretty in Red,0,2008,109,"Comedy,Drama,Romance",6.5,6,Comedy
4491,tt0048262,movie,Kiss of Fire,Kiss of Fire,0,1955,87,"Adventure,History,Romance",5.7,115,Adventure
4493,tt0228475,movie,Couple Seeking Liberated Girl,Couple 'libéré' cherche compagne 'libérée',1,1982,79,Adult,6.4,23,Adult
4498,tt0063565,movie,The Unnaturals,Schreie in der Nacht,0,1969,83,"Crime,Thriller",6.3,188,Crime
4503,tt0052950,movie,The Journey,The Journey,0,1959,126,"Drama,Romance,War",6.9,1447,Drama
4508,tt0040634,movie,On Our Own Land,Na svoji zemlji,0,1948,110,"Drama,War",6.7,149,Drama
4509,tt10514532,movie,Into the Forest,Into the Forest,0,2019,67,Horror,2.8,135,Horror
4510,tt1900952,movie,Paranormal Investigators,Paranormal Investigators,0,2011,74,Documentary,6.3,7,Documentary
4513,tt0377001,movie,Year of the Bull,Year of the Bull,0,2003,86,Documentary,7.1,127,Documentary
4515,tt0074806,movie,The Little Girl Who Lives Down the Lane,The Little Girl Who Lives Down the Lane,0,1976,100,"Drama,Horror,Mystery",7.1,12902,Drama
4520,tt0117045,movie,Honey and Ashes,Miel et cendres,0,1996,80,Drama,7.6,76,Drama
4523,tt6264508,movie,The Long Shadow,The Long Shadow,0,2017,91,Documentary,6.1,121,Documentary
4525,tt2380207,movie,Stockholm,Stockholm,0,2013,90,"Drama,Romance",6.9,3893,Drama
4536,tt0184884,movie,Se Meu Dólar Falasse,Se Meu Dólar Falasse,0,1970,100,Comedy,6.7,26,Comedy
4540,tt0114855,movie,Virtual Desire,Virtual Desire,1,1995,94,Thriller,3.8,223,Thriller
4542,tt0029563,movie,Silks and Saddles,Silks and Saddles,0,1936,63,"Action,Comedy,Romance",5.5,22,Action
4547,tt10417642,movie,Verdict,Verdict,0,2019,126,Crime,5.8,135,Crime
4548,tt0230110,movie,Cuissardes,Cuissardes,1,1978,83,Adult,5.0,14,Adult
4550,tt1467249,movie,The Man Under the Table,Covjek ispod stola,0,2009,72,Drama,4.5,96,Drama
4564,tt0301825,movie,Sellâle,Sellâle,0,2001,120,"Comedy,Drama",5.5,466,Comedy
4565,tt0256720,movie,Os Devassos,Os Devassos,0,1971,115,Drama,5.8,6,Drama
4567,tt2097331,movie,The Family Fang,The Family Fang,0,2015,105,"Comedy,Drama,Mystery",6.1,7814,Comedy
4569,tt0184229,movie,Astronaftes,Astronaftes,0,1962,79,"Comedy,Sci-Fi",6.2,47,Comedy
4570,tt0319297,movie,Dikarka,Dikarka,0,2002,100,"Comedy,Romance",5.3,18,Comedy
4571,tt0314969,movie,The Favorite Concubine of Selim III,Üçüncü Selim'in Gözdesi,0,1950,120,"Drama,Romance",6.9,36,Drama
4572,tt1569363,movie,Human Test,Cavie,0,2009,105,Horror,4.3,7,Horror
4577,tt0190461,movie,O Homem Dos Papagaios,O Homem Dos Papagaios,0,1953,95,Comedy,6.9,10,Comedy
4578,tt0088932,movie,Coconuts,Coconuts,0,1985,92,"Action,Comedy",4.1,47,Action
4579,tt8317718,movie,Faith,Tro,0,2018,81,Documentary,5.6,8,Documentary
4581,tt0133192,movie,Farewell to the Land,Saraba itoshiki daichi,0,1982,130,Drama,7.4,74,Drama
4582,tt2806500,movie,All or Nothing,All or Nothing,0,2014,85,"Biography,Comedy,Documentary",7.3,49,Biography
4584,tt5812220,movie,Before the West Coast,Before the West Coast,0,2016,66,"Biography,Documentary,Drama",9.1,7,Biography
4588,tt5213534,movie,Oasis: Supersonic,Supersonic,0,2016,122,"Biography,Documentary,Music",7.9,10079,Biography
4593,tt2994288,movie,Third Stone from the Sun,Third Stone from the Sun,0,1995,90,Fantasy,6.2,38,Fantasy
4603,tt0241576,movie,Investigating Tarzan,Investigating Tarzan,0,1997,52,Documentary,7.6,7,Documentary
4612,tt0228524,movie,Robbery in Athens,Listeia stin Athina,0,1969,97,"Crime,Drama",6.9,47,Crime
4614,tt8211628,movie,A Memory in Khaki,A Memory in Khaki,0,2016,108,Documentary,9.8,5,Documentary
4617,tt0062472,movie,The War Wagon,The War Wagon,0,1967,101,Western,6.9,8679,Western
4622,tt0184488,movie,Jin chun,Jin chun,0,1993,92,Drama,5.8,13,Drama
4625,tt0038876,movie,Rendezvous with Annie,Rendezvous with Annie,0,1946,89,"Comedy,War",6.6,48,Comedy
4626,tt0358508,movie,Quick Draw Joe,Hayauchi yarô,0,1961,78,"Action,Western",6.0,10,Action
4628,tt0488121,movie,The Front Line,The Front Line,0,2006,93,"Action,Crime,Drama",6.5,962,Action
4643,tt0078542,movie,"Zünd an, es kommt die Feuerwehr","Zünd an, es kommt die Feuerwehr",0,1978,95,Comedy,6.0,12,Comedy
4647,tt0103603,movie,Call Girl '92,92 Ying chiu lui long,0,1992,99,"Drama,Romance",6.2,32,Drama
4650,tt2803940,movie,Misogynist,Misogynist,0,2013,77,"Drama,Thriller",6.1,2143,Drama
4652,tt0480766,movie,Al maugh geza,Al maugh geza,0,1962,109,Drama,6.0,10,Drama
4657,tt0050567,movie,Johnny Tremain,Johnny Tremain,0,1957,80,"Adventure,Family,History",6.5,1582,Adventure
4661,tt4669278,movie,The Sound,The Sound,0,2017,92,"Horror,Mystery,Thriller",3.6,1510,Horror
4662,tt9519566,movie,Namibia - The Spirit of Wilderness,Namibia - The Spirit of Wilderness,0,2016,55,Documentary,6.3,23,Documentary
4663,tt2328549,movie,Dark Touch,Dark Touch,0,2013,90,Horror,4.8,4004,Horror
4665,tt3412994,movie,Hao xiao zi liu: Xiao long guo jiang,Hao xiao zi liu: Xiao long guo jiang,0,1989,108,"Adventure,Comedy",6.6,30,Adventure
4668,tt0030422,movie,Markan tähden,Markan tähden,0,1938,79,Comedy,5.4,43,Comedy
4670,tt2106414,movie,Fields of the Damned,Fields of the Damned,0,2011,57,"Action,Comedy,Drama",4.8,9,Action
4671,tt0825232,movie,The Bucket List,The Bucket List,0,2007,97,"Adventure,Comedy,Drama",7.4,228864,Adventure
4679,tt0481475,movie,Balloonhat,Balloonhat,0,2005,88,Documentary,7.4,19,Documentary
4684,tt2213322,movie,Concealed,Concealed,0,2017,86,"Action,Drama,Thriller",4.3,53,Action
4690,tt0159229,movie,80 Mile Speed,120-as tempó,0,1937,79,Comedy,7.1,52,Comedy
4692,tt0071314,movie,China Behind,Zai jian Zhongguo,0,1978,110,Drama,7.2,70,Drama
4693,tt0493164,movie,One More Chance,San ge hao ren,0,2005,85,"Comedy,Drama",5.7,61,Comedy
4694,tt9549028,movie,The Pillars,The Pillars,0,2018,69,Documentary,6.8,5,Documentary
4703,tt0009305,movie,Little Miss Hoover,Little Miss Hoover,0,1918,67,"Comedy,Romance",6.6,9,Comedy
4710,tt1535109,movie,Captain Phillips,Captain Phillips,0,2013,134,"Adventure,Biography,Crime",7.8,416655,Adventure
4715,tt2399499,movie,Arrête de pleurer Pénélope,Arrête de pleurer Pénélope,0,2012,84,Comedy,4.6,88,Comedy
4718,tt0038015,movie,Rattens musketörer,Rattens musketörer,0,1945,84,Comedy,3.9,11,Comedy
4723,tt3828858,movie,Lost & Found,Lost & Found,0,2016,90,"Adventure,Family,Mystery",5.5,881,Adventure
4729,tt0078950,movie,The Champ,The Champ,0,1979,121,"Drama,Sport",6.9,7760,Drama
4732,tt0210038,movie,Women with Open Eyes,Femmes aux yeux ouverts,0,1994,52,Documentary,6.5,43,Documentary
4736,tt5137480,movie,Swamp Dialogues,Swamp Dialogues,0,2015,54,Documentary,7.4,5,Documentary
4737,tt2536124,movie,I Survived a Zombie Holocaust,I Survived a Zombie Holocaust,0,2014,104,"Comedy,Horror",5.0,1082,Comedy
4742,tt0017207,movie,The Night Patrol,The Night Patrol,0,1926,60,"Crime,Drama",6.6,5,Crime
4747,tt8826634,movie,Embrace Me,Y abrázame,0,2017,67,"Mystery,Thriller",5.0,19,Mystery
4757,tt0079926,movie,Solovey,Solovey,0,1980,85,"Family,Musical",7.1,36,Family
4760,tt1474255,movie,The Counsel,L'avocat,0,2010,102,Thriller,5.5,282,Thriller
4765,tt0037326,movie,Sunday Dinner for a Soldier,Sunday Dinner for a Soldier,0,1944,85,"Drama,Romance,War",6.6,282,Drama
4769,tt1541744,movie,Fiberglass and Megapixels,Fiberglass and Megapixels,0,2010,48,Documentary,7.9,23,Documentary
4777,tt0190590,movie,"O Brother, Where Art Thou?","O Brother, Where Art Thou?",0,2000,107,"Adventure,Comedy,Crime",7.7,282553,Adventure
4779,tt11014986,movie,Blessed Child,Blessed Child,0,2019,74,Documentary,8.0,10,Documentary
4780,tt3234078,movie,Gingerdead Man vs. Evil Bong,Gingerdead Man vs. Evil Bong,0,2013,80,"Comedy,Horror",3.8,552,Comedy
4781,tt2184141,movie,Come un uomo sulla terra,Come un uomo sulla terra,0,2008,60,Documentary,7.5,15,Documentary
4786,tt5103904,movie,Out of the Darkness,Out of the Darkness,0,2016,88,Drama,4.0,26,Drama
4792,tt2040245,movie,20 Year Old Virgins,20 Year Old Virgins,0,2011,97,Comedy,4.6,520,Comedy
4795,tt11202108,movie,Chowrasta,Chowrasta,0,2015,117,Action,3.1,10,Action
4797,tt0087075,movie,The Company of Wolves,The Company of Wolves,0,1984,95,"Drama,Fantasy,Horror",6.7,14864,Drama
4800,tt0054874,movie,The Fiercest Heart,The Fiercest Heart,0,1961,91,Adventure,7.0,50,Adventure
4801,tt0456835,movie,L'aquila,L'aquila,0,1917,50,Adventure,5.0,7,Adventure
4805,tt4669264,movie,Beirut,Beirut,0,2018,110,"Action,Crime,Drama",6.4,18641,Action
4806,tt9777796,movie,Aika jonka sain,Aika jonka sain,0,2020,104,Drama,6.3,55,Drama
4818,tt4483422,movie,The Queens,Wo shi nv wang,0,2015,106,"Comedy,Romance",4.1,65,Comedy
4819,tt0063690,movie,A Thousand Pleasures,A Thousand Pleasures,0,1968,70,"Horror,Thriller",5.2,132,Horror
4829,tt1059238,movie,Unborn in the USA: Inside the War on Abortion,Unborn in the USA: Inside the War on Abortion,0,2007,101,Documentary,6.1,150,Documentary
4831,tt0128035,movie,Alice nel paese delle pornomeraviglie,Alice nel paese delle pornomeraviglie,1,1993,93,Adult,6.2,37,Adult
4837,tt0876563,movie,Ponyo,Gake no ue no Ponyo,0,2008,101,"Adventure,Animation,Comedy",7.7,122890,Adventure
4845,tt6735074,movie,The End of an Age,O Fim de uma Era,0,2014,70,Drama,5.0,9,Drama
4847,tt0034514,movie,The Big Street,The Big Street,0,1942,88,"Drama,Music,Romance",6.5,1122,Drama
4848,tt0025527,movie,Murder at Monte Carlo,Murder at Monte Carlo,0,1935,70,"Crime,Drama",7.5,28,Crime
4849,tt0116155,movie,Dzieje mistrza Twardowskiego,Dzieje mistrza Twardowskiego,0,1996,97,"Family,Fantasy",5.3,68,Family
4850,tt1514054,movie,Terrible Things,Terrible Things,0,2010,90,"Action,Horror,Sci-Fi",4.2,22,Action
4854,tt0036400,movie,Sanshiro Sugata,Sugata Sanshirô,0,1943,79,"Action,Adventure,Drama",6.8,4309,Action
4855,tt0023353,movie,The Pride of the Legion,The Pride of the Legion,0,1932,70,"Action,Animation,Crime",5.9,9,Action
4858,tt5159322,movie,Lovely Te Lovely,Lovely Te Lovely,0,2015,102,Comedy,5.2,12,Comedy
4859,tt0441113,movie,Aç kartallar,Aç kartallar,0,1984,80,Adventure,6.2,22,Adventure
4860,tt0033274,movie,Women in War,Women in War,0,1940,71,"Drama,War",6.2,31,Drama
4868,tt4517118,movie,Comme des lions,Comme des lions,0,2016,115,"Documentary,History",7.7,11,Documentary
4872,tt0037518,movie,Apology for Murder,Apology for Murder,0,1945,67,"Crime,Drama,Film-Noir",6.0,219,Crime
4876,tt0045092,movie,The Ringer,The Ringer,0,1952,78,"Comedy,Crime,Drama",6.4,184,Comedy
4879,tt4357368,movie,Macadam Stories,Asphalte,0,2015,100,"Comedy,Drama",7.1,2838,Comedy
4881,tt0037931,movie,"Murder, He Says","Murder, He Says",0,1945,91,"Comedy,Crime,Mystery",7.1,1652,Comedy
4882,tt2381957,movie,Let's Stay Together,Let's Stay Together,0,2011,101,"Comedy,Drama",8.4,16,Comedy
4885,tt4664304,movie,"Portable à haute dose, un danger pour la santé?","Portable à haute dose, un danger pour la santé?",0,2014,52,Documentary,6.0,6,Documentary
4887,tt4471120,movie,Crossing Borders,Crossing Borders,0,2009,73,Documentary,6.2,6,Documentary
4890,tt0198825,movie,Der neue heiße Sex-Report - Was Männer nicht für möglich halten,Der neue heiße Sex-Report - Was Männer nicht für möglich halten,0,1971,97,Comedy,4.4,114,Comedy
4891,tt3102300,movie,Flore,Flore,0,2014,92,"Biography,Documentary,Drama",7.4,18,Biography
4896,tt0317842,movie,Broken Wings,Knafayim Shvurot,0,2002,87,Drama,7.4,2352,Drama
4898,tt0194859,movie,El extraño del pelo largo,El extraño del pelo largo,0,1970,87,"Comedy,Musical",5.7,23,Comedy
4901,tt6260318,movie,10 Kalpanakal,10 Kalpanakal,0,2016,125,"Crime,Mystery,Thriller",5.8,125,Crime
4907,tt0439754,movie,Pyaar Mein Twist,Pyaar Mein Twist,0,2005,123,"Comedy,Drama,Musical",6.1,181,Comedy
4910,tt0068281,movie,Black Gunn,Black Gunn,0,1972,96,"Action,Crime,Thriller",5.7,526,Action
4912,tt8176040,movie,Panipat,Panipat,0,2019,165,"Action,Drama,History",5.4,4076,Action
4917,tt0280682,movie,Folly Island,Folly Island,0,2001,90,Comedy,2.2,9,Comedy
4919,tt0322545,movie,Berlin Blues,Herr Lehmann,0,2003,105,"Comedy,Drama",7.2,6749,Comedy
4923,tt1144441,movie,Qatil Haseeno Ka,Qatil Haseeno Ka,0,2001,113,Crime,3.6,5,Crime
4924,tt1720154,movie,The Holy Man III,Luang phii theng III,0,2010,90,Comedy,5.8,35,Comedy
4928,tt4973112,movie,Hitting the Apex,Hitting the Apex,0,2015,138,"Documentary,Sport",8.3,2920,Documentary
4932,tt3403310,movie,Fade Away,Fade Away,0,2018,110,"Action,Drama",5.3,41,Action
4934,tt0107478,movie,Made in America,Made in America,0,1993,111,Comedy,5.1,15554,Comedy
4936,tt0115019,movie,The Middle,Yeh Majhdhaar,0,1996,139,"Drama,Romance",3.4,322,Drama
4937,tt0071487,movie,The Phantom of Liberty,Le fantôme de la liberté,0,1974,104,Comedy,7.9,14145,Comedy
4939,tt8286136,movie,Finke: There and Back,Finke: There and Back,0,2018,90,"Action,Adventure,Documentary",7.3,60,Action
4941,tt0187122,movie,Hands of Death,Hands of Death,0,1988,90,Action,4.3,67,Action
4942,tt0180749,movie,And the Woman Shall Fear Her Husband,I de gyni na fovitai ton andra,0,1965,105,"Comedy,Drama",7.8,1727,Comedy
4946,tt0380615,movie,Paper Clips,Paper Clips,0,2004,82,"Documentary,War",7.2,1669,Documentary
4950,tt1858725,movie,Aterro,Aterro,0,2011,72,"Biography,Documentary,History",7.7,21,Biography
4951,tt0110687,movie,North,North,0,1994,87,"Adventure,Comedy,Drama",4.5,13136,Adventure
4954,tt2628374,movie,Can I Get a Witness Protection?,Can I Get a Witness Protection?,0,2016,101,Comedy,6.1,61,Comedy
4956,tt0429513,movie,Aci günler,Aci günler,0,1967,78,Drama,5.9,14,Drama
4959,tt0320466,movie,Silencio Mortal,Silencio Mortal,0,1991,90,"Action,Crime,Drama",6.6,5,Action
4960,tt0054221,movie,På en bänk i en park,På en bänk i en park,0,1960,103,Crime,6.4,77,Crime
4961,tt0245863,movie,Des morts,Des morts,0,1979,105,Documentary,5.8,125,Documentary
4962,tt0140392,movie,Mozart in Love,Mozart in Love,0,1975,99,"Biography,Comedy,Drama",6.8,35,Biography
4963,tt3833822,movie,Daft Punk Unchained,Daft Punk Unchained,0,2015,85,"Documentary,Music",7.3,3044,Documentary
4965,tt2104080,movie,Radiostars,Radiostars,0,2012,100,"Comedy,Drama",6.0,1297,Comedy
4973,tt6385834,movie,Manal Kayiru 2,Manal Kayiru 2,0,2016,142,Comedy,4.0,23,Comedy
4980,tt0061762,movie,Glorious Times in the Spessart,Herrliche Zeiten im Spessart,0,1967,105,"Comedy,Sci-Fi",4.6,166,Comedy
4984,tt0063084,movie,The Hour of the Furnaces,"La hora de los hornos: Notas y testimonios sobre el neocolonialismo, la violencia y la liberación",0,1968,260,Documentary,7.8,932,Documentary
4990,tt0268267,movie,Dora and the Magic Lantern,Dora et la lanterne magique,0,1977,106,"Adventure,Family,Fantasy",6.0,7,Adventure
4992,tt0067175,movie,The Hand of Pleasure,The Hand of Pleasure,0,1971,62,"Comedy,Sci-Fi",3.0,156,Comedy
4993,tt8549744,movie,Cicada Song,Cicada Song,0,2019,73,"Mystery,Thriller",4.2,170,Mystery
4997,tt3302638,movie,Chronicle of a Forgotten Death,Chronique d'une mort oubliée,0,2012,62,Documentary,8.4,9,Documentary
4998,tt0353795,movie,New Year,New Year,0,1989,125,"Crime,Drama",5.5,14,Crime
5004,tt5078390,movie,New World Order,New World Order,0,2015,118,"Action,Crime,Drama",3.2,50,Action
5005,tt0035629,movie,Always a Bridesmaid,Always a Bridesmaid,0,1943,61,"Comedy,Music",6.9,25,Comedy
5017,tt0009879,movie,Anne of Green Gables,Anne of Green Gables,0,1919,60,"Comedy,Drama",7.1,52,Comedy
5022,tt2071553,movie,59 Middle Lane,59 Middle Lane,0,2012,91,"Adventure,Documentary,Family",7.9,33,Adventure
5026,tt1828175,movie,Durvenoto ezero,Durvenoto ezero,0,2009,90,Drama,5.4,7,Drama
5027,tt0172338,movie,Il dolce rumore della vita,Il dolce rumore della vita,0,1999,92,Drama,6.4,87,Drama
5033,tt7514536,movie,It's All a Plan,It's All a Plan,0,2017,74,"Biography,Documentary",6.9,15,Biography
5037,tt0097409,movie,An Enemy of the People,Ganashatru,0,1989,99,Drama,7.4,1012,Drama
5045,tt0029932,movie,The Country Bride,Bogataya nevesta,0,1938,93,"Comedy,Musical,Romance",6.5,39,Comedy
5046,tt0043772,movie,The Magnet,The Magnet,0,1950,79,Comedy,6.9,424,Comedy
5050,tt2314036,movie,Imagine I'm Beautiful,Imagine I'm Beautiful,0,2014,91,Drama,5.4,243,Drama
5053,tt0109637,movie,Divorce Law,Divorce Law,0,1993,83,Comedy,4.1,46,Comedy
5054,tt0122234,movie,The Meeting Point,Sabirni centar,0,1989,98,"Comedy,Drama,Fantasy",8.3,2614,Comedy
5057,tt0421988,movie,Le ciel dans un jardin,Le ciel dans un jardin,0,2004,60,Documentary,7.8,11,Documentary
5058,tt0040003,movie,Women in the Night,Women in the Night,0,1948,98,"Action,Drama,Thriller",4.6,135,Action
5060,tt0093468,movie,Madhouse,There Was a Little Girl,0,1981,92,Horror,5.6,1584,Horror
5062,tt0032821,movie,Murder on the Yukon,Murder on the Yukon,0,1940,58,"Adventure,Drama,Music",4.5,31,Adventure
5063,tt1748227,movie,The Collection,The Collection,0,2012,82,"Action,Adventure,Crime",6.1,45290,Action
5067,tt0078100,movie,Teen Lust,Teen Lust,0,1978,89,Comedy,4.2,194,Comedy
5068,tt0246199,movie,Terminal Rite,Rito terminal,0,2000,110,"Drama,Fantasy,Mystery",6.8,43,Drama
5070,tt0044884,movie,Mara Maru,Mara Maru,0,1952,98,"Adventure,Crime,Drama",6.1,423,Adventure
5073,tt2244376,movie,Bwakaw,Bwakaw,0,2012,110,Drama,7.1,202,Drama
5075,tt1863347,movie,O chyom eshchyo govoryat muzhchiny,O chyom eshchyo govoryat muzhchiny,0,2011,95,Comedy,6.5,2601,Comedy
5083,tt6090826,movie,Gira & the Circus of Life,Gira & the Circus of Life,0,2016,54,Documentary,4.8,6,Documentary
5086,tt0968748,movie,L.A. Proper,L.A. Proper,0,2007,75,"Comedy,Romance",6.8,13,Comedy
5087,tt0075250,movie,Special Delivery,Special Delivery,0,1976,99,"Comedy,Crime",6.1,247,Comedy
5089,tt2091243,movie,Bindlestiffs,Bindlestiffs,0,2012,80,"Action,Adventure,Comedy",4.5,556,Action
5099,tt1770757,movie,The Perfect Companion,The Perfect Companion,0,2010,82,"Comedy,Horror,Romance",4.5,10,Comedy
5101,tt1283542,movie,A Numbers Game,A Numbers Game,0,2010,76,Comedy,3.7,225,Comedy
5103,tt0030799,movie,Storm över skären,Storm över skären,0,1938,98,Drama,4.0,6,Drama
5109,tt4594834,movie,Chi-Raq,Chi-Raq,0,2015,127,"Comedy,Crime,Drama",5.7,9084,Comedy
5110,tt4429834,movie,The Power of Place,The Power of Place,0,2015,50,Documentary,8.6,9,Documentary
5111,tt12116556,movie,Segundo Tempo,Segundo Tempo,0,2019,90,Documentary,8.3,7,Documentary
5115,tt0070363,movie,The Man Who Loved Cat Dancing,The Man Who Loved Cat Dancing,0,1973,114,"Romance,Western",6.3,1296,Romance
5117,tt1654830,movie,Tulku,Tulku,0,2009,76,Documentary,7.3,29,Documentary
5120,tt3466888,movie,Kings with Straw Mats,Kings with Straw Mats,0,1986,70,Documentary,8.4,14,Documentary
5122,tt0178187,movie,Aandhi-Toofan,Aandhi-Toofan,0,1985,144,Drama,6.3,42,Drama
5125,tt8187842,movie,90 Feet from Home,90 Feet from Home,0,2019,126,"Crime,Drama,Thriller",4.8,104,Crime
5129,tt1210106,movie,St Trinian's 2: The Legend of Fritton's Gold,St Trinian's 2: The Legend of Fritton's Gold,0,2009,106,"Adventure,Comedy",5.4,7847,Adventure
5131,tt0020599,movie,Woman Trap,Woman Trap,0,1929,82,"Crime,Drama",5.7,34,Crime
5137,tt7478494,movie,The Strayed,Pryputni,0,2017,89,"Comedy,Drama",6.5,191,Comedy
5141,tt4660980,movie,The Bad Education Movie,The Bad Education Movie,0,2015,90,Comedy,5.8,6494,Comedy
5142,tt1528284,movie,Chandmani,Chandmani,0,2009,97,"Documentary,Music",7.2,5,Documentary
5143,tt0078730,movie,The Abandoned Field: Free Fire Zone,Cánh dong hoang,0,1979,90,"Drama,War",7.1,130,Drama
5146,tt0048139,movie,The Gun That Won the West,The Gun That Won the West,0,1955,71,"Action,Adventure,Western",4.7,200,Action
5149,tt10410186,movie,The Bling Lagosians,The Bling Lagosians,0,2019,97,Drama,6.6,67,Drama
5152,tt0080399,movie,Las aventuras de Enrique y Ana,Las aventuras de Enrique y Ana,0,1981,91,"Adventure,Family,Musical",4.6,123,Adventure
5156,tt0239450,movie,Ants in the Pants,Harte Jungs,0,2000,95,"Comedy,Fantasy,Romance",5.0,3801,Comedy
5160,tt0174442,movie,"O. K., Leave It to Me, Boss...!","'Já to tedy beru, séfe...!'",0,1978,92,Comedy,6.2,88,Comedy
5167,tt2350736,movie,My Horrible Grandma,Taitah Rahibah,0,2012,104,"Comedy,Drama",5.2,528,Comedy
5168,tt0159659,movie,The Drunkard,La pocharde,0,1953,92,Drama,7.7,9,Drama
5170,tt4036336,movie,Imperfect Sky,Imperfect Sky,0,2015,115,"Drama,Thriller",8.0,43,Drama
5171,tt10644538,movie,Perazhagi ISO,Perazhagi ISO,0,2019,108,"Comedy,Drama,Sci-Fi",4.5,21,Comedy
